0,1,2,3,4,5,6,7,8,9,10,11,12,13,y_true,y_pred,y_proba
40.0,0.0,194740.0,0.0,30.0,13.0,2.0,1.0,39.0,11.0,2.0,9.0,4.0,0.0,0,1,0.5187254478550285
40.0,0.0,664821.0,0.0,47.0,13.0,4.0,1.0,8.0,8.0,2.0,9.0,4.0,0.0,0,1,0.5514273306365033
55.0,0.0,79531.0,0.0,42.0,10.0,6.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,1,0,0.43594280406308894
50.0,0.0,137063.0,0.0,27.0,13.0,4.0,1.0,39.0,12.0,2.0,9.0,4.0,0.0,0,1,0.5135029649783884
40.0,0.0,167281.0,0.0,47.0,13.0,7.0,1.0,39.0,8.0,2.0,9.0,4.0,0.0,0,1,0.5057786708987599
60.0,0.0,103214.0,0.0,35.0,16.0,1.0,0.0,39.0,10.0,4.0,10.0,0.0,1.0,1,0,0.47571473144426557
43.0,0.0,173682.0,0.0,41.0,11.0,4.0,1.0,39.0,3.0,2.0,8.0,4.0,0.0,1,0,0.47980810692463416
35.0,0.0,135803.0,1579.0,55.0,13.0,4.0,1.0,19.0,4.0,2.0,9.0,3.0,0.0,0,1,0.618804026550001
40.0,0.0,319280.0,0.0,30.0,9.0,2.0,1.0,39.0,11.0,2.0,11.0,4.0,0.0,1,0,0.20274887697022229
72.0,0.0,96129.0,0.0,40.0,9.0,4.0,1.0,39.0,12.0,2.0,11.0,4.0,0.0,1,0,0.34722630001298355
50.0,0.0,327886.0,0.0,48.0,16.0,7.0,1.0,39.0,10.0,0.0,10.0,4.0,3.0,1,0,0.41086184847865703
35.0,0.0,188220.0,0.0,66.0,9.0,2.0,0.0,39.0,1.0,6.0,11.0,4.0,4.0,1,0,0.02273603989065205
32.0,0.0,252413.0,0.0,60.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,3.0,0.0,1,0,0.1964142484922694
65.0,0.0,373606.0,0.0,48.0,10.0,6.0,1.0,39.0,12.0,0.0,15.0,4.0,4.0,1,0,0.1778204968596521
60.0,0.0,126569.0,0.0,37.0,13.0,5.0,1.0,39.0,3.0,2.0,9.0,4.0,0.0,0,1,0.6849156464741941
40.0,0.0,196584.0,1564.0,45.0,11.0,4.0,0.0,39.0,10.0,4.0,8.0,4.0,1.0,1,0,0.07919404957436318
40.0,0.0,230568.0,0.0,61.0,13.0,4.0,1.0,39.0,1.0,0.0,9.0,4.0,1.0,1,0,0.1632267305019461
38.0,0.0,177305.0,0.0,38.0,13.0,2.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.6756853021554113
45.0,0.0,198692.0,0.0,42.0,10.0,6.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.3848810378841507
40.0,0.0,30030.0,0.0,57.0,9.0,1.0,1.0,39.0,3.0,2.0,11.0,2.0,0.0,1,0,0.3150217772653932
99.0,0.0,185195.0,0.0,55.0,13.0,6.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.7547463589187956
40.0,0.0,183479.0,0.0,42.0,11.0,4.0,1.0,39.0,12.0,2.0,8.0,4.0,0.0,1,0,0.4540577105515847
50.0,0.0,151504.0,0.0,44.0,10.0,4.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,0,1,0.5155566697267974
40.0,0.0,174964.0,0.0,52.0,9.0,4.0,1.0,39.0,12.0,2.0,11.0,4.0,0.0,1,0,0.38034219054180773
45.0,0.0,212448.0,0.0,57.0,13.0,4.0,0.0,39.0,4.0,0.0,9.0,4.0,1.0,1,0,0.2788974129817126
60.0,0.0,196348.0,0.0,36.0,9.0,7.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,1,0,0.3334148686266032
70.0,0.0,53481.0,0.0,58.0,13.0,0.0,1.0,39.0,0.0,2.0,9.0,4.0,0.0,0,1,0.691818145849403
70.0,0.0,121055.0,0.0,31.0,9.0,2.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.2301736050593181
24.0,0.0,89391.0,0.0,81.0,15.0,0.0,1.0,39.0,0.0,2.0,14.0,4.0,0.0,1,0,0.2678548064835257
99.0,0.0,262285.0,0.0,66.0,13.0,4.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.6638950395834038
38.0,0.0,125892.0,0.0,48.0,10.0,5.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,1,0,0.47212573583137407
60.0,0.0,342907.0,0.0,46.0,9.0,6.0,1.0,39.0,12.0,2.0,11.0,2.0,0.0,1,0,0.4015428627822135
40.0,0.0,123598.0,0.0,46.0,13.0,4.0,1.0,39.0,12.0,2.0,9.0,4.0,0.0,0,1,0.727627584727146
40.0,0.0,186269.0,0.0,30.0,13.0,4.0,1.0,39.0,13.0,2.0,9.0,4.0,0.0,0,1,0.5187254478550285
40.0,0.0,329733.0,0.0,54.0,9.0,4.0,1.0,39.0,4.0,4.0,11.0,4.0,4.0,1,0,0.09815016435736156
40.0,0.0,294431.0,0.0,42.0,14.0,1.0,1.0,39.0,10.0,2.0,12.0,4.0,0.0,0,1,0.7947299111902061
40.0,0.0,154410.0,0.0,39.0,9.0,4.0,1.0,39.0,1.0,2.0,11.0,4.0,0.0,1,0,0.28198924930462005
40.0,0.0,125461.0,0.0,41.0,10.0,4.0,1.0,39.0,3.0,0.0,15.0,4.0,1.0,1,0,0.08731863279968204
40.0,0.0,168211.0,1485.0,49.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.4231550376752253
46.0,0.0,27444.0,0.0,41.0,10.0,4.0,1.0,39.0,1.0,2.0,15.0,4.0,0.0,1,0,0.4398725985423246
40.0,0.0,252079.0,0.0,49.0,10.0,4.0,1.0,39.0,14.0,2.0,15.0,4.0,0.0,1,0,0.43911026263297476
40.0,0.0,159187.0,0.0,31.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.22290582420224014
36.0,0.0,154568.0,0.0,30.0,13.0,4.0,1.0,40.0,3.0,2.0,9.0,1.0,0.0,1,0,0.31778842030005694
84.0,0.0,300104.0,0.0,57.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.4097955639395516
37.0,0.0,193047.0,0.0,46.0,13.0,7.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.6366922127351125
40.0,0.0,114937.0,0.0,31.0,12.0,4.0,1.0,39.0,1.0,2.0,7.0,4.0,0.0,1,0,0.24160652638916535
45.0,0.0,191411.0,0.0,47.0,14.0,4.0,1.0,19.0,10.0,2.0,12.0,1.0,0.0,0,1,0.7811013587181919
35.0,0.0,177271.0,0.0,57.0,16.0,6.0,1.0,39.0,10.0,2.0,10.0,4.0,0.0,0,1,0.7401407571633075
32.0,0.0,159908.0,0.0,61.0,7.0,7.0,0.0,39.0,8.0,6.0,1.0,4.0,4.0,1,0,0.01140420581192569
40.0,0.0,71417.0,0.0,53.0,16.0,7.0,1.0,39.0,10.0,2.0,10.0,4.0,0.0,0,1,0.7678494617820332
40.0,0.0,271262.0,0.0,50.0,9.0,4.0,1.0,39.0,14.0,2.0,11.0,4.0,0.0,1,0,0.3589051669107147
35.0,0.0,251854.0,0.0,27.0,13.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,5.0,1,0,0.2791861518864373
40.0,0.0,103649.0,0.0,30.0,13.0,4.0,0.0,39.0,1.0,2.0,9.0,2.0,5.0,1,0,0.4598216702298553
45.0,0.0,111363.0,0.0,33.0,13.0,4.0,1.0,39.0,3.0,2.0,9.0,4.0,0.0,0,1,0.5586063486673457
50.0,0.0,133201.0,0.0,55.0,14.0,2.0,1.0,39.0,4.0,2.0,12.0,4.0,0.0,0,1,0.859650762671294
40.0,0.0,185602.0,0.0,42.0,9.0,4.0,0.0,39.0,4.0,2.0,11.0,4.0,5.0,1,0,0.46640219483847234
40.0,0.0,31740.0,0.0,32.0,14.0,4.0,1.0,19.0,10.0,2.0,12.0,1.0,0.0,0,1,0.583424719995348
50.0,0.0,446358.0,0.0,31.0,16.0,2.0,1.0,26.0,10.0,4.0,10.0,4.0,1.0,1,0,0.2875723923225592
48.0,0.0,211231.0,0.0,25.0,9.0,4.0,0.0,39.0,13.0,2.0,11.0,4.0,2.0,1,0,0.029328456407084147
45.0,0.0,199763.0,0.0,56.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,0,1,0.5226104394779761
55.0,0.0,294313.0,0.0,58.0,10.0,2.0,0.0,39.0,1.0,2.0,15.0,2.0,5.0,0,1,0.5180953002916844
35.0,0.0,207185.0,0.0,39.0,10.0,4.0,0.0,33.0,4.0,2.0,15.0,4.0,5.0,1,0,0.49343442602301807
60.0,0.0,263561.0,0.0,33.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.38132459285439174
65.0,0.0,144949.0,0.0,33.0,13.0,5.0,1.0,39.0,12.0,2.0,9.0,4.0,0.0,0,1,0.7265842309712119
60.0,0.0,249935.0,0.0,45.0,13.0,4.0,1.0,39.0,5.0,2.0,9.0,4.0,0.0,0,1,0.6646324149862967
40.0,0.0,213195.0,0.0,28.0,12.0,2.0,0.0,39.0,1.0,2.0,7.0,4.0,5.0,1,0,0.38274835492223014
40.0,0.0,157079.0,0.0,55.0,10.0,4.0,1.0,0.0,11.0,2.0,15.0,2.0,0.0,1,0,0.414014593949591
40.0,0.0,210013.0,0.0,44.0,9.0,4.0,1.0,39.0,14.0,2.0,11.0,4.0,0.0,1,0,0.302359065149438
40.0,0.0,168381.0,0.0,52.0,9.0,4.0,0.0,19.0,8.0,6.0,11.0,1.0,4.0,1,0,0.025313171091688166
42.0,0.0,286689.0,0.0,32.0,12.0,4.0,1.0,39.0,13.0,2.0,7.0,4.0,0.0,1,0,0.40706778717021636
41.0,0.0,137618.0,0.0,29.0,10.0,4.0,0.0,39.0,8.0,4.0,15.0,4.0,1.0,1,0,0.0189955328474708
40.0,0.0,343646.0,0.0,39.0,13.0,7.0,1.0,26.0,11.0,0.0,9.0,4.0,1.0,1,0,0.2500715113283344
35.0,0.0,163113.0,0.0,58.0,9.0,4.0,0.0,39.0,12.0,6.0,11.0,4.0,1.0,1,0,0.040369363496864895
60.0,3103.0,187794.0,0.0,60.0,9.0,6.0,1.0,39.0,14.0,2.0,11.0,4.0,0.0,1,0,0.4779121068236328
40.0,0.0,36039.0,0.0,65.0,9.0,0.0,1.0,39.0,0.0,2.0,11.0,4.0,0.0,1,0,0.2411036637536934
50.0,0.0,326104.0,0.0,33.0,10.0,4.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,1,0,0.4757169186077808
35.0,0.0,112821.0,0.0,60.0,10.0,0.0,1.0,39.0,0.0,2.0,15.0,4.0,0.0,1,0,0.30336914720754377
52.0,0.0,204325.0,0.0,54.0,10.0,2.0,1.0,39.0,11.0,2.0,15.0,4.0,0.0,0,1,0.5575131326792202
80.0,0.0,274363.0,0.0,41.0,10.0,4.0,1.0,39.0,12.0,5.0,15.0,4.0,1.0,1,0,0.12956806604388926
40.0,0.0,181196.0,0.0,60.0,10.0,5.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,1,0,0.49977658053101726
60.0,0.0,403391.0,0.0,38.0,13.0,6.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.7434377319992616
60.0,0.0,149161.0,0.0,46.0,10.0,4.0,1.0,0.0,4.0,2.0,15.0,1.0,0.0,0,1,0.5599399787245858
50.0,0.0,101510.0,0.0,34.0,13.0,4.0,0.0,39.0,12.0,0.0,9.0,4.0,1.0,1,0,0.1895366695029315
60.0,0.0,190023.0,0.0,39.0,13.0,6.0,1.0,39.0,12.0,2.0,9.0,4.0,0.0,0,1,0.6938807717881407
40.0,0.0,198170.0,0.0,60.0,10.0,4.0,1.0,39.0,14.0,2.0,15.0,4.0,0.0,1,0,0.4450467641154747
20.0,0.0,34361.0,0.0,51.0,10.0,4.0,0.0,39.0,4.0,2.0,15.0,4.0,5.0,1,0,0.4039560845486583
40.0,0.0,109209.0,0.0,46.0,10.0,4.0,1.0,39.0,1.0,2.0,15.0,4.0,0.0,1,0,0.38405988034447636
40.0,0.0,52849.0,0.0,43.0,13.0,7.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.5908065538340589
40.0,0.0,105017.0,0.0,65.0,13.0,0.0,1.0,39.0,0.0,2.0,9.0,4.0,0.0,0,1,0.5157169899325987
70.0,0.0,102729.0,0.0,36.0,12.0,5.0,1.0,39.0,10.0,2.0,7.0,4.0,0.0,0,1,0.5057687891307154
45.0,0.0,345277.0,0.0,33.0,13.0,4.0,0.0,39.0,13.0,4.0,9.0,4.0,1.0,1,0,0.12625506564294176
50.0,0.0,188246.0,0.0,31.0,14.0,4.0,1.0,39.0,10.0,2.0,12.0,4.0,0.0,0,1,0.6735094036994348
40.0,0.0,180553.0,0.0,27.0,9.0,0.0,0.0,39.0,0.0,2.0,11.0,4.0,5.0,1,0,0.2793159401452244
14.0,0.0,175689.0,0.0,59.0,10.0,4.0,0.0,5.0,1.0,2.0,15.0,4.0,5.0,1,0,0.32588684200243817
42.0,0.0,95519.0,0.0,53.0,9.0,4.0,1.0,39.0,10.0,2.0,11.0,4.0,0.0,1,0,0.4000694003610767
40.0,0.0,262233.0,0.0,43.0,13.0,1.0,1.0,39.0,4.0,0.0,9.0,4.0,1.0,1,0,0.22424482192361447
60.0,0.0,23510.0,2201.0,42.0,14.0,5.0,1.0,19.0,4.0,0.0,12.0,1.0,4.0,1,0,0.3133188944991377
48.0,0.0,249644.0,0.0,51.0,10.0,4.0,1.0,39.0,3.0,0.0,15.0,4.0,1.0,1,0,0.1619450049909197
40.0,0.0,34377.0,0.0,46.0,12.0,4.0,1.0,39.0,3.0,2.0,7.0,4.0,0.0,1,0,0.4381254201025056
40.0,0.0,53893.0,0.0,46.0,10.0,4.0,1.0,39.0,13.0,2.0,15.0,4.0,0.0,1,0,0.4187361459229139
40.0,0.0,134768.0,0.0,62.0,8.0,6.0,1.0,39.0,3.0,2.0,2.0,4.0,0.0,1,0,0.22349140591674968
40.0,0.0,162678.0,0.0,62.0,13.0,7.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.646882868686581
50.0,0.0,124483.0,0.0,35.0,13.0,4.0,1.0,0.0,12.0,4.0,9.0,1.0,1.0,1,0,0.16089631968275428
50.0,0.0,201117.0,0.0,36.0,13.0,4.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.7818022291438644
50.0,0.0,190305.0,0.0,31.0,14.0,7.0,1.0,39.0,10.0,2.0,12.0,4.0,0.0,0,1,0.6456874768572056
40.0,0.0,184659.0,1485.0,35.0,9.0,7.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.18254202396913613
50.0,0.0,175942.0,0.0,57.0,10.0,4.0,0.0,39.0,4.0,0.0,15.0,4.0,1.0,1,0,0.17246893490151832
40.0,0.0,168216.0,0.0,48.0,10.0,4.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,1,0,0.4767052101321962
40.0,0.0,81534.0,0.0,62.0,10.0,4.0,1.0,39.0,12.0,2.0,15.0,1.0,0.0,1,0,0.3762967955534689
45.0,0.0,104748.0,0.0,51.0,10.0,4.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,0,1,0.5974436844216789
40.0,0.0,328301.0,0.0,35.0,12.0,4.0,0.0,39.0,1.0,1.0,7.0,4.0,5.0,0,1,0.5219168193748921
40.0,6097.0,196610.0,0.0,71.0,4.0,4.0,1.0,39.0,4.0,6.0,5.0,4.0,1.0,1,0,0.10763152270100768
45.0,0.0,205100.0,0.0,51.0,10.0,4.0,0.0,39.0,12.0,0.0,15.0,4.0,1.0,1,0,0.1236553144520429
40.0,0.0,219886.0,0.0,61.0,10.0,4.0,0.0,39.0,13.0,2.0,15.0,4.0,5.0,1,0,0.48605257415643577
45.0,0.0,201988.0,0.0,33.0,14.0,4.0,1.0,39.0,10.0,2.0,12.0,4.0,0.0,0,1,0.7082478285733437
40.0,0.0,163140.0,0.0,79.0,9.0,0.0,1.0,39.0,0.0,2.0,11.0,4.0,0.0,1,0,0.2489620051144287
52.0,0.0,29762.0,0.0,41.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.32250368995878376
40.0,0.0,191858.0,0.0,47.0,12.0,1.0,1.0,39.0,1.0,2.0,7.0,4.0,0.0,1,0,0.4759748751107027
50.0,0.0,172304.0,0.0,31.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.2941417661633303
55.0,0.0,125933.0,0.0,36.0,15.0,6.0,1.0,39.0,10.0,4.0,14.0,4.0,1.0,1,0,0.4871899070847691
45.0,0.0,149640.0,0.0,46.0,13.0,4.0,1.0,9.0,10.0,0.0,9.0,4.0,1.0,1,0,0.3093088235961153
40.0,0.0,94081.0,0.0,51.0,9.0,4.0,1.0,39.0,3.0,4.0,11.0,4.0,1.0,1,0,0.0732206621263437
45.0,0.0,224799.0,0.0,40.0,13.0,4.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.7526519301935498
40.0,3103.0,105582.0,0.0,55.0,9.0,4.0,1.0,39.0,6.0,2.0,11.0,4.0,0.0,1,0,0.3514413832404724
50.0,0.0,392812.0,0.0,33.0,10.0,4.0,1.0,39.0,6.0,2.0,15.0,4.0,0.0,1,0,0.32809555667588675
40.0,0.0,177413.0,0.0,29.0,9.0,4.0,1.0,39.0,7.0,2.0,11.0,4.0,0.0,1,0,0.11965268292909555
40.0,0.0,218955.0,0.0,35.0,13.0,4.0,1.0,39.0,12.0,2.0,9.0,4.0,0.0,0,1,0.6202680439296882
40.0,0.0,154941.0,0.0,25.0,13.0,4.0,1.0,39.0,12.0,2.0,9.0,4.0,0.0,1,0,0.3103676695230585
48.0,0.0,100479.0,0.0,44.0,12.0,2.0,1.0,39.0,10.0,2.0,7.0,4.0,0.0,0,1,0.5227551024275606
80.0,0.0,37237.0,0.0,51.0,9.0,4.0,1.0,39.0,5.0,2.0,11.0,4.0,0.0,1,0,0.2959757228500019
65.0,0.0,206066.0,0.0,42.0,14.0,6.0,1.0,39.0,10.0,2.0,12.0,4.0,0.0,0,1,0.7608649529897992
56.0,0.0,81654.0,0.0,47.0,10.0,2.0,1.0,39.0,4.0,0.0,15.0,4.0,1.0,1,0,0.20512929170210778
50.0,0.0,234504.0,0.0,48.0,9.0,4.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,0,1,0.5054773860918584
58.0,0.0,104892.0,0.0,44.0,10.0,5.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.4520579585698331
40.0,0.0,110977.0,0.0,52.0,16.0,4.0,1.0,39.0,4.0,4.0,10.0,4.0,1.0,1,0,0.49310485377583274
40.0,0.0,359155.0,0.0,27.0,13.0,4.0,0.0,39.0,10.0,2.0,9.0,4.0,5.0,1,0,0.49577647588794327
40.0,0.0,49020.0,1974.0,39.0,14.0,4.0,1.0,39.0,4.0,4.0,12.0,4.0,1.0,0,1,0.6104397762430676
50.0,0.0,150025.0,0.0,28.0,5.0,4.0,1.0,0.0,3.0,4.0,6.0,4.0,1.0,1,0,0.036470777870222605
55.0,0.0,109434.0,0.0,45.0,13.0,4.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.749145594105052
40.0,0.0,272625.0,0.0,42.0,11.0,1.0,0.0,39.0,1.0,0.0,8.0,2.0,4.0,1,0,0.05656871468518023
45.0,0.0,180142.0,0.0,52.0,14.0,4.0,1.0,39.0,13.0,2.0,12.0,4.0,0.0,0,1,0.8343490496622687
32.0,0.0,101352.0,0.0,32.0,10.0,4.0,0.0,39.0,13.0,2.0,15.0,4.0,5.0,1,0,0.28939110509042326
99.0,0.0,178370.0,0.0,31.0,9.0,4.0,0.0,39.0,8.0,0.0,11.0,4.0,4.0,1,0,0.03716887807969523
35.0,0.0,412296.0,0.0,37.0,9.0,4.0,1.0,26.0,3.0,2.0,11.0,4.0,0.0,1,0,0.19986236250014075
40.0,0.0,88055.0,0.0,62.0,13.0,4.0,1.0,39.0,7.0,2.0,9.0,4.0,0.0,0,1,0.5014144979523062
38.0,0.0,393354.0,0.0,43.0,10.0,4.0,0.0,39.0,1.0,2.0,15.0,2.0,5.0,1,0,0.4243214025488143
35.0,0.0,169628.0,0.0,43.0,13.0,4.0,0.0,39.0,12.0,4.0,9.0,2.0,4.0,1,0,0.0703477806126026
55.0,0.0,251659.0,1485.0,31.0,10.0,4.0,1.0,0.0,8.0,2.0,15.0,1.0,0.0,1,0,0.21563017456754596
40.0,0.0,168324.0,0.0,41.0,10.0,4.0,0.0,39.0,1.0,2.0,15.0,4.0,5.0,1,0,0.45047811820216993
60.0,0.0,284403.0,0.0,43.0,12.0,4.0,1.0,39.0,12.0,2.0,7.0,2.0,0.0,0,1,0.5921984295941597
70.0,0.0,82540.0,0.0,37.0,5.0,6.0,1.0,39.0,14.0,2.0,6.0,4.0,0.0,1,0,0.16899572175318517
70.0,0.0,113324.0,0.0,41.0,11.0,6.0,1.0,39.0,5.0,2.0,8.0,4.0,0.0,1,0,0.31099264695576645
40.0,0.0,145041.0,0.0,47.0,9.0,4.0,1.0,5.0,7.0,2.0,11.0,4.0,0.0,1,0,0.22330904665091791
50.0,0.0,189498.0,0.0,49.0,9.0,4.0,1.0,39.0,12.0,2.0,11.0,4.0,0.0,1,0,0.44417403490396756
38.0,0.0,166187.0,0.0,67.0,9.0,4.0,1.0,39.0,4.0,6.0,11.0,4.0,4.0,1,0,0.06690340914045435
40.0,0.0,236040.0,0.0,45.0,10.0,4.0,1.0,39.0,10.0,2.0,15.0,4.0,0.0,1,0,0.4767052101321962
40.0,0.0,164749.0,0.0,46.0,10.0,4.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,1,0,0.4996089544313418
40.0,0.0,36924.0,0.0,41.0,10.0,2.0,1.0,39.0,1.0,2.0,15.0,4.0,0.0,1,0,0.3264865216212135
40.0,0.0,136787.0,0.0,61.0,10.0,1.0,1.0,39.0,1.0,2.0,15.0,4.0,0.0,1,0,0.41852043625976076
45.0,0.0,380614.0,0.0,39.0,10.0,4.0,0.0,39.0,10.0,0.0,15.0,4.0,1.0,1,0,0.11819368567996262
50.0,0.0,204527.0,0.0,35.0,14.0,4.0,1.0,39.0,3.0,4.0,12.0,4.0,1.0,1,0,0.20458961066893777
16.0,0.0,193130.0,0.0,56.0,15.0,4.0,1.0,39.0,4.0,2.0,14.0,4.0,0.0,0,1,0.5880460765229085
45.0,0.0,182668.0,0.0,69.0,9.0,0.0,1.0,39.0,0.0,2.0,11.0,4.0,0.0,1,0,0.31771727243241044
45.0,0.0,116632.0,0.0,43.0,10.0,0.0,1.0,39.0,0.0,2.0,15.0,4.0,0.0,1,0,0.44417493262122243
45.0,0.0,118551.0,0.0,32.0,14.0,4.0,0.0,39.0,4.0,4.0,12.0,4.0,1.0,1,0,0.13515799177615892
20.0,0.0,133821.0,0.0,71.0,9.0,5.0,0.0,39.0,1.0,2.0,11.0,4.0,5.0,1,0,0.22803716604619997
62.0,0.0,187830.0,0.0,50.0,14.0,4.0,1.0,39.0,4.0,0.0,12.0,4.0,1.0,1,0,0.4784339503415789
70.0,0.0,240013.0,0.0,52.0,14.0,6.0,1.0,39.0,12.0,2.0,12.0,4.0,0.0,0,1,0.7880407634835414
40.0,0.0,98116.0,0.0,75.0,10.0,5.0,1.0,39.0,12.0,6.0,15.0,4.0,1.0,1,0,0.0704209854368066
40.0,0.0,53197.0,0.0,51.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.39793634634989133
60.0,0.0,335704.0,0.0,35.0,12.0,4.0,1.0,39.0,12.0,2.0,7.0,4.0,0.0,0,1,0.5331411609627135
55.0,0.0,302406.0,0.0,27.0,14.0,4.0,1.0,39.0,10.0,2.0,12.0,4.0,0.0,0,1,0.5544352826962669
60.0,0.0,90705.0,0.0,32.0,9.0,4.0,1.0,39.0,14.0,2.0,11.0,4.0,0.0,1,0,0.22151860607140383
40.0,0.0,156566.0,0.0,41.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.3682419709278404
40.0,0.0,359461.0,0.0,47.0,13.0,4.0,1.0,39.0,3.0,2.0,9.0,4.0,0.0,0,1,0.6650620560108675
40.0,0.0,69251.0,0.0,34.0,9.0,4.0,1.0,39.0,14.0,2.0,11.0,1.0,0.0,1,0,0.17980391434514073
40.0,3103.0,168598.0,0.0,45.0,8.0,4.0,0.0,39.0,1.0,2.0,2.0,2.0,5.0,1,0,0.36803208890171407
40.0,0.0,89172.0,0.0,41.0,10.0,2.0,1.0,39.0,5.0,2.0,15.0,4.0,0.0,1,0,0.26112829012165945
55.0,0.0,103580.0,0.0,54.0,12.0,4.0,0.0,39.0,4.0,0.0,7.0,4.0,4.0,1,0,0.1796680312040995
40.0,0.0,354024.0,0.0,58.0,9.0,4.0,0.0,39.0,1.0,2.0,11.0,4.0,5.0,1,0,0.42963536177649303
40.0,0.0,204235.0,0.0,42.0,10.0,4.0,1.0,39.0,10.0,2.0,15.0,4.0,0.0,1,0,0.42864508480980024
60.0,0.0,321856.0,0.0,40.0,9.0,4.0,1.0,39.0,14.0,0.0,11.0,4.0,1.0,1,0,0.11051591761978359
40.0,0.0,364782.0,0.0,38.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.2958898672629384
20.0,0.0,166961.0,0.0,30.0,10.0,6.0,0.0,39.0,1.0,2.0,15.0,4.0,5.0,1,0,0.2684804039380494
50.0,0.0,51744.0,0.0,90.0,14.0,4.0,1.0,39.0,4.0,4.0,12.0,2.0,1.0,1,0,0.27457647672458424
43.0,0.0,240389.0,0.0,35.0,10.0,4.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,1,0,0.4073064076877766
40.0,0.0,180881.0,0.0,52.0,13.0,4.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.7454140881679057
40.0,0.0,222654.0,0.0,31.0,13.0,4.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.5506916297872138
40.0,0.0,36228.0,1902.0,46.0,9.0,2.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,0,1,0.8308984097291463
40.0,0.0,226871.0,0.0,49.0,9.0,2.0,1.0,39.0,7.0,2.0,11.0,2.0,0.0,1,0,0.2208654038216046
40.0,3103.0,205152.0,0.0,32.0,9.0,4.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,1,0,0.36448418741252214
40.0,0.0,432565.0,0.0,30.0,11.0,4.0,0.0,2.0,13.0,2.0,8.0,4.0,2.0,1,0,0.05019746186557344
40.0,0.0,210825.0,0.0,66.0,10.0,4.0,1.0,39.0,13.0,2.0,15.0,4.0,0.0,1,0,0.39644781658689865
40.0,0.0,46044.0,0.0,47.0,14.0,4.0,1.0,39.0,4.0,2.0,12.0,4.0,0.0,0,1,0.7769448146432406
45.0,0.0,317175.0,0.0,24.0,13.0,4.0,1.0,39.0,12.0,2.0,9.0,4.0,0.0,1,0,0.28981762870291683
35.0,0.0,136450.0,0.0,25.0,12.0,6.0,0.0,39.0,1.0,2.0,7.0,4.0,5.0,1,0,0.18936169078136084
40.0,0.0,201732.0,0.0,42.0,10.0,4.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,1,0,0.42864508480980024
30.0,3103.0,276456.0,0.0,51.0,12.0,6.0,1.0,39.0,12.0,2.0,7.0,4.0,0.0,1,0,0.4464513639972621
8.0,0.0,204486.0,0.0,60.0,13.0,0.0,1.0,39.0,0.0,2.0,9.0,4.0,0.0,1,0,0.319535809519924
